1,27000,160000
2,26400,120000
3,25800,80000
4,25800,40000
5,23400,40000
6,24000,0
7,22200,0
8,21600,0
9,21000,0
10,21000,0
11,21000,0
12,21600,0
13,22200,0
14,24000,0
15,26400,40000
16,25800,120000
17,27000,160000
18,30000,160000
19,28800,200000
20,28800,200000
21,29400,160000
22,30000,120000
23,27600,120000
24,27000,80000
